FID,R_name,R_num,R_type,SHAPE_Leng,Shape_Le_1,ORIG_FID,POINT_X,POINT_Y
581,星湖南路,7,主干道,94.032644210800001,94.032644210800001,122,533993.942400000060000,3378874.428700000000000
582,星湖南路,7,主干道,94.032644210800001,94.032644210800001,122,533926.698399999990000,3378874.397799999900000
583,星湖南路,7,主干道,89.196457468500000,89.196457468500000,123,534231.763599999950000,3378869.886700000100000
584,星湖南路,7,主干道,89.196457468500000,89.196457468500000,123,534195.661100000030000,3378870.830399999900000
585,星湖南路,7,主干道,89.196457468500000,89.196457468500000,123,534142.583199999990000,3378871.459300000200000
586,求是二路,2,主干道,19.770503890200001,19.770503890200001,124,534027.123299999980000,3378766.083000000100000
587,求是二路,2,主干道,19.770503890200001,19.770503890200001,124,534026.636100000000000,3378785.847500000100000
588,求是二路,2,主干道,40.224865713100002,40.224865713100002,125,534026.636100000000000,3378785.847500000100000
589,求是二路,2,主干道,40.224865713100002,40.224865713100002,125,534026.559000000010000,3378788.976499999900000
590,求是二路,2,主干道,40.224865713100002,40.224865713100002,125,534024.574600000050000,3378826.018300000100000
591,求是二路,2,主干道,47.974880365099999,47.974880365099999,126,534024.574600000050000,3378826.018300000100000
592,求是二路,2,主干道,47.974880365099999,47.974880365099999,126,534023.383999999960000,3378848.243300000200000
593,求是二路,2,主干道,47.974880365099999,47.974880365099999,126,534020.799299999960000,3378873.831100000100000
594,求是二路,2,主干道,102.981761488000000,102.981761488000000,127,534020.799299999960000,3378873.831100000100000
595,求是二路,2,主干道,102.981761488000000,102.981761488000000,127,534020.738099999960000,3378874.437100000200000
596,求是二路,2,主干道,102.981761488000000,102.981761488000000,127,534018.092300000020000,3378959.633100000200000
597,求是二路,2,主干道,102.981761488000000,102.981761488000000,127,534017.745699999970000,3378976.765199999800000
598,求是二路,2,主干道,29.326100154300001,29.326100154300001,128,534017.745699999970000,3378976.765199999800000
599,求是二路,2,主干道,29.326100154300001,29.326100154300001,128,534017.152499999970000,3379006.085299999900000
600,求是二路,2,主干道,65.534949630699998,65.534949630699998,129,534017.152499999970000,3379006.085299999900000
601,求是二路,2,主干道,65.534949630699998,65.534949630699998,129,534016.240200000000000,3379051.179099999800000
602,求是二路,2,主干道,65.534949630699998,65.534949630699998,129,534015.765200000020000,3379071.605500000100000
603,求是二路,2,主干道,7.678275112220000,7.678275112220000,130,534015.765200000020000,3379071.605500000100000
604,求是二路,2,主干道,7.678275112220000,7.678275112220000,130,534015.586699999990000,3379079.281700000200000
605,求是二路,2,主干道,27.050311720700002,27.050311720700002,131,534015.586699999990000,3379079.281700000200000
606,求是二路,2,主干道,27.050311720700002,27.050311720700002,131,534014.957799999970000,3379106.324700000200000
607,求是二路,2,主干道,16.379329498699999,16.379329498699999,132,534014.957799999970000,3379106.324700000200000
608,求是二路,2,主干道,16.379329498699999,16.379329498699999,132,534014.576899999990000,3379122.699599999900000
609,广东路,15,主干道,72.230143599800002,72.230143599800002,133,534012.800599999960000,3379210.194000000100000
610,广东路,15,主干道,72.230143599800002,72.230143599800002,133,534027.798300000020000,3379193.098400000000000
611,广东路,15,主干道,72.230143599800002,72.230143599800002,133,534037.799600000030000,3379192.939600000200000
612,广东路,15,主干道,72.230143599800002,72.230143599800002,133,534048.118400000040000,3379183.732100000100000
613,广东路,15,主干道,72.230143599800002,72.230143599800002,133,534071.536599999990000,3379173.252100000200000
614,广东路,15,主干道,58.637511493799998,58.637511493799998,134,534074.161300000040000,3379111.597500000100000
615,广东路,15,主干道,58.637511493799998,58.637511493799998,134,534032.799000000000000,3379111.262600000000000
616,广东路,15,主干道,58.637511493799998,58.637511493799998,134,534026.395999999950000,3379112.469099999900000
617,广东路,15,主干道,58.637511493799998,58.637511493799998,134,534025.126000000050000,3379119.665800000100000
618,广东路,15,主干道,58.637511493799998,58.637511493799998,134,534025.183500000040000,3379123.115600000100000
619,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534025.183500000040000,3379123.115600000100000
620,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534025.337700000030000,3379132.365799999800000
621,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534025.549400000020000,3379140.620800000100000
622,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534038.249399999970000,3379148.029099999900000
623,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534055.182799999950000,3379155.225800000100000
624,广东路,15,主干道,58.598716851900001,58.598716851900001,135,534061.956099999950000,3379159.459199999900000
625,毕生路,14,主干道,59.220413489800002,59.220413489800002,136,534015.586600000040000,3379079.281700000200000
626,毕生路,14,主干道,59.220413489800002,59.220413489800002,136,534074.799099999950000,3379080.249799999900000
627,求是大道,11,主干道,115.552617960000010,115.552617960000010,137,534247.942900000020000,3379180.045100000200000
628,求是大道,11,主干道,115.552617960000010,115.552617960000010,137,534227.450900000050000,3379191.894100000200000
629,求是大道,11,主干道,115.552617960000010,115.552617960000010,137,534207.342500000030000,3379199.434700000100000
630,求是大道,11,主干道,115.552617960000010,115.552617960000010,137,534177.312200000040000,3379206.446200000100000
631,求是大道,11,主干道,115.552617960000010,115.552617960000010,137,534137.922299999980000,3379210.194000000100000
632,求是大道,11,主干道,125.122482860000010,125.122482860000010,138,534137.922299999980000,3379210.194000000100000
633,求是大道,11,主干道,125.122482860000010,125.122482860000010,138,534079.151599999980000,3379210.414900000200000
634,求是大道,11,主干道,125.122482860000010,125.122482860000010,138,534012.800599999960000,3379210.194000000100000
635,求是大道,11,主干道,90.103702558199998,90.103702558199998,139,534012.800599999960000,3379210.194000000100000
636,求是大道,11,主干道,90.103702558199998,90.103702558199998,139,533922.716400000030000,3379212.068599999900000
637,求是大道,11,主干道,16.469538546799999,16.469538546799999,140,533922.716400000030000,3379212.068599999900000
638,求是大道,11,主干道,16.469538546799999,16.469538546799999,140,533906.252699999950000,3379212.507100000000000
639,求是大道,11,主干道,22.228290628200000,22.228290628200000,141,533906.252699999950000,3379212.507100000000000
640,求是大道,11,主干道,22.228290628200000,22.228290628200000,141,533895.398099999990000,3379212.796200000200000
641,求是大道,11,主干道,22.228290628200000,22.228290628200000,141,533884.386500000020000,3379209.964600000100000
642,求是大道,11,主干道,43.671532937199999,43.671532937199999,142,533884.386500000020000,3379209.964600000100000
643,求是大道,11,主干道,43.671532937199999,43.671532937199999,142,533881.507499999950000,3379209.224299999900000
644,求是大道,11,主干道,43.671532937199999,43.671532937199999,142,533853.990800000030000,3379197.847200000200000
645,求是大道,11,主干道,43.671532937199999,43.671532937199999,142,533843.985600000010000,3379193.464699999900000
646,求是大道,11,主干道,32.765969329299999,32.765969329299999,143,533843.985600000010000,3379193.464699999900000
647,求是大道,11,主干道,32.765969329299999,32.765969329299999,143,533813.972500000030000,3379180.318500000100000
648,求是大道,11,主干道,23.214370372000001,23.214370372000001,144,533813.972500000030000,3379180.318500000100000
649,求是大道,11,主干道,23.214370372000001,23.214370372000001,144,533790.887499999950000,3379182.765900000000000
650,求是大道,11,主干道,33.869720907800001,33.869720907800001,145,533790.887499999950000,3379182.765900000000000
651,求是大道,11,主干道,33.869720907800001,33.869720907800001,145,533779.378099999970000,3379198.376400000000000
652,求是大道,11,主干道,33.869720907800001,33.869720907800001,145,533771.520699999990000,3379210.533199999900000
653,求是大道,11,主干道,58.986590895100001,58.986590895100001,146,533771.520699999990000,3379210.533199999900000
654,求是大道,11,主干道,58.986590895100001,58.986590895100001,146,533765.355199999990000,3379220.072199999800000
655,求是大道,11,主干道,58.986590895100001,58.986590895100001,146,533746.516799999980000,3379263.816800000100000
656,求是大道,11,主干道,39.593772484200002,39.593772484200002,147,533746.516799999980000,3379263.816800000100000
657,求是大道,11,主干道,39.593772484200002,39.593772484200002,147,533730.947799999970000,3379300.221100000200000
658,求是大道,11,主干道,81.568058597900006,81.568058597900006,148,533730.947799999970000,3379300.221100000200000
659,求是大道,11,主干道,81.568058597900006,81.568058597900006,148,533714.316899999980000,3379339.108500000100000
660,求是大道,11,主干道,81.568058597900006,81.568058597900006,148,533705.215300000040000,3379359.957700000100000
661,求是大道,11,主干道,81.568058597900006,81.568058597900006,148,533705.321099999940000,3379365.672700000000000
662,求是大道,11,主干道,81.568058597900006,81.568058597900006,148,533707.922099999970000,3379376.163499999800000
663,求是大道,11,主干道,27.253338831699999,27.253338831699999,149,533707.922099999970000,3379376.163499999800000
664,求是大道,11,主干道,27.253338831699999,27.253338831699999,149,533708.496099999990000,3379378.478600000000000
665,求是大道,11,主干道,27.253338831699999,27.253338831699999,149,533716.645299999970000,3379401.973600000100000
666,求是大道,11,主干道,32.153197051200003,32.153197051200003,150,533716.645299999970000,3379401.973600000100000
667,求是大道,11,主干道,32.153197051200003,32.153197051200003,150,533724.794499999960000,3379426.315400000200000
668,求是大道,11,主干道,32.153197051200003,32.153197051200003,150,533727.182799999950000,3379432.342999999900000
669,求是大道,11,主干道,22.019506921100000,22.019506921100000,151,533727.182799999950000,3379432.342999999900000
670,求是大道,11,主干道,22.019506921100000,22.019506921100000,151,533729.239500000030000,3379437.533700000000000
671,求是大道,11,主干道,22.019506921100000,22.019506921100000,151,533728.181100000050000,3379450.974599999800000
672,求是大道,11,主干道,22.019506921100000,22.019506921100000,151,533727.396599999980000,3379453.822199999800000
673, ,14,小路,67.936659611899998,67.936659611899998,152,533538.085899999950000,3379301.002700000100000
674, ,14,小路,67.936659611899998,67.936659611899998,152,533527.979000000050000,3379310.572000000200000
675, ,14,小路,67.936659611899998,67.936659611899998,152,533484.587199999950000,3379342.745399999900000
676, ,14,小路,149.739907697000010,149.739907697000010,153,533582.800700000020000,3379162.616700000100000
677, ,14,小路,149.739907697000010,149.739907697000010,153,533574.334099999980000,3379207.066800000100000
678, ,14,小路,149.739907697000010,149.739907697000010,153,533566.714000000040000,3379250.035199999800000
679, ,14,小路,149.739907697000010,149.739907697000010,153,533559.517400000010000,3379280.091899999900000
680, ,14,小路,149.739907697000010,149.739907697000010,153,533547.875699999980000,3379291.733599999900000
681, ,14,小路,149.739907697000010,149.739907697000010,153,533538.085899999950000,3379301.002700000100000
682, ,14,小路,101.235992310000000,101.235992310000000,154,533592.960800000000000,3379062.074800000100000
683, ,14,小路,101.235992310000000,101.235992310000000,154,533590.209099999980000,3379119.224899999800000
684, ,14,小路,101.235992310000000,101.235992310000000,154,533582.800700000020000,3379162.616700000100000
685, ,14,小路,37.478302300199999,37.478302300199999,155,533748.609700000030000,3378868.775899999800000
686, ,14,小路,37.478302300199999,37.478302300199999,155,533741.974399999950000,3378873.691099999900000
687, ,14,小路,37.478302300199999,37.478302300199999,155,533745.572700000020000,3378902.689499999900000
688, ,14,小路,33.507931910000003,33.507931910000003,156,533745.572700000020000,3378902.689499999900000
689, ,14,小路,33.507931910000003,33.507931910000003,156,533712.068899999950000,3378902.163300000100000
690,星湖三路,8,主干道,86.962113848100003,86.962113848100003,157,533736.286500000050000,3378751.587600000200000
691,星湖三路,8,主干道,86.962113848100003,86.962113848100003,157,533744.162000000010000,3378776.400400000200000
692,星湖三路,8,主干道,86.962113848100003,86.962113848100003,157,533739.531800000000000,3378805.835299999900000
693,星湖三路,8,主干道,86.962113848100003,86.962113848100003,157,533742.199700000000000,3378836.853399999900000
694,星湖三路,8,主干道,32.688105966000002,32.688105966000002,158,533742.199700000000000,3378836.853399999900000
695,星湖三路,8,主干道,32.688105966000002,32.688105966000002,158,533745.749500000030000,3378860.934900000200000
696,星湖三路,8,主干道,32.688105966000002,32.688105966000002,158,533748.609700000030000,3378868.775899999800000
697,星湖三路,8,主干道,13.001783784600001,13.001783784600001,159,533748.609700000030000,3378868.775899999800000
698,星湖三路,8,主干道,13.001783784600001,13.001783784600001,159,533753.065300000020000,3378880.990400000000000
699,星湖三路,8,主干道,88.393330578299995,88.393330578299995,160,533750.030700000000000,3379175.500000000000000
700,星湖三路,8,主干道,88.393330578299995,88.393330578299995,160,533749.982800000000000,3379182.933499999800000
701,星湖三路,8,主干道,88.393330578299995,88.393330578299995,160,533748.395299999970000,3379223.282500000200000
702,星湖三路,8,主干道,88.393330578299995,88.393330578299995,160,533746.940100000010000,3379257.546099999900000
703,星湖三路,8,主干道,88.393330578299995,88.393330578299995,160,533746.516799999980000,3379263.816800000100000
704, ,14,小路,61.451539452799999,61.451539452799999,161,533785.503200000040000,3379313.808800000200000
705, ,14,小路,61.451539452799999,61.451539452799999,161,533784.023399999950000,3379329.346400000200000
706, ,14,小路,61.451539452799999,61.451539452799999,161,533778.943399999990000,3379374.907699999900000
707, ,14,小路,35.837898609699998,35.837898609699998,162,533790.072900000030000,3379278.282999999800000
708, ,14,小路,35.837898609699998,35.837898609699998,162,533787.198399999990000,3379296.008800000000000
709, ,14,小路,35.837898609699998,35.837898609699998,162,533785.503200000040000,3379313.808800000200000
710,星湖一路,10,主干道,41.893313076200002,41.893313076200002,163,533933.035200000040000,3378977.647299999800000
711,星湖一路,10,主干道,41.893313076200002,41.893313076200002,163,533931.559099999950000,3379019.514599999900000
712,星湖一路,10,主干道,51.992715421000000,51.992715421000000,164,533931.559099999950000,3379019.514599999900000
713,星湖一路,10,主干道,51.992715421000000,51.992715421000000,164,533930.124799999990000,3379060.197399999900000
714,星湖一路,10,主干道,51.992715421000000,51.992715421000000,164,533929.259300000030000,3379071.448799999900000
715,星湖一路,10,主干道,8.886877013390000,8.886877013390000,165,533929.259300000030000,3379071.448799999900000
716,星湖一路,10,主干道,8.886877013390000,8.886877013390000,165,533928.577700000020000,3379080.309500000000000
717,星湖一路,10,主干道,26.517891081199998,26.517891081199998,166,533928.577700000020000,3379080.309500000000000
718,星湖一路,10,主干道,26.517891081199998,26.517891081199998,166,533928.272699999970000,3379084.274600000100000
719,星湖一路,10,主干道,26.517891081199998,26.517891081199998,166,533926.218699999970000,3379106.721899999800000
720, ,14,小路,66.197607543600000,66.197607543600000,167,533850.539800000030000,3379312.518900000000000
721, ,14,小路,66.197607543600000,66.197607543600000,167,533859.588499999950000,3379312.518900000000000
722, ,14,小路,66.197607543600000,66.197607543600000,167,533859.429800000040000,3379298.390100000000000
723, ,14,小路,66.197607543600000,66.197607543600000,167,533902.447999999970000,3379298.094399999800000
724,玉兰路,16,主干道,84.414689426600006,84.414689426600006,168,534175.722100000010000,3379290.832899999800000
725,玉兰路,16,主干道,84.414689426600006,84.414689426600006,168,534175.547999999950000,3379263.140900000000000
726,玉兰路,16,主干道,84.414689426600006,84.414689426600006,168,534177.312200000040000,3379206.446200000100000
727, ,14,小路,44.317596393000002,44.317596393000002,169,533979.094399999940000,3379314.337900000200000
728, ,14,小路,44.317596393000002,44.317596393000002,169,534023.404499999950000,3379315.152999999900000
729, ,14,小路,18.512931596400001,18.512931596400001,170,534023.404499999950000,3379315.152999999900000
730, ,14,小路,18.512931596400001,18.512931596400001,170,534041.914299999950000,3379315.493499999900000
731, ,14,小路,30.980240428700000,30.980240428700000,171,534041.914299999950000,3379315.493499999900000
732, ,14,小路,30.980240428700000,30.980240428700000,171,534072.889300000040000,3379316.063300000000000
733, ,14,小路,35.602524211300000,35.602524211300000,172,534118.651700000050000,3379316.904999999800000
734, ,14,小路,35.602524211300000,35.602524211300000,172,534137.315599999970000,3379317.248300000100000
735, ,14,小路,35.602524211300000,35.602524211300000,172,534154.248999999950000,3379316.983700000200000
736, ,14,小路,64.026322700600005,64.026322700600005,173,533977.639199999980000,3379260.230500000100000
737, ,14,小路,64.026322700600005,64.026322700600005,173,534041.658599999970000,3379261.171999999800000
738, ,14,小路,57.151777780700002,57.151777780700002,174,534118.402400000020000,3379262.300600000200000
739, ,14,小路,57.151777780700002,57.151777780700002,174,534175.547999999950000,3379263.140900000000000
740, ,14,小路,5.310574319750000,5.310574319750000,175,534113.092399999960000,3379262.222500000100000
741, ,14,小路,5.310574319750000,5.310574319750000,175,534118.402400000020000,3379262.300600000200000
742, ,14,小路,51.936841885299998,51.936841885299998,176,534113.370000000000000,3379210.286299999800000
743, ,14,小路,51.936841885299998,51.936841885299998,176,534113.092399999960000,3379262.222399999900000
744, ,14,小路,25.787768603000000,25.787768603000000,177,534118.402400000020000,3379262.300499999900000
745, ,14,小路,25.787768603000000,25.787768603000000,177,534118.520099999970000,3379288.088000000000000
746, ,14,小路,5.310574319750000,5.310574319750000,178,534113.092399999960000,3379262.222399999900000
747, ,14,小路,5.310574319750000,5.310574319750000,178,534118.402400000020000,3379262.300499999900000
748,新疆路,3,主干道,45.459468915899997,45.459468915899997,179,533928.463200000000000,3378828.972600000000000
749,新疆路,3,主干道,45.459468915899997,45.459468915899997,179,533926.698399999990000,3378874.397799999900000
750,新疆路,3,主干道,62.945975765000000,62.945975765000000,180,533930.606099999980000,3378766.063900000000000
751,新疆路,3,主干道,62.945975765000000,62.945975765000000,180,533929.741099999980000,3378796.080999999800000
752,新疆路,3,主干道,62.945975765000000,62.945975765000000,180,533928.463200000000000,3378828.972600000000000
753,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533753.065300000020000,3378880.990400000000000
754,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533758.714099999980000,3378890.171399999900000
755,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533759.375600000030000,3378912.793399999800000
756,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533758.714099999980000,3378943.088200000100000
757,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533757.523500000010000,3378977.219500000100000
758,星湖三路,8,主干道,100.577007842000000,100.577007842000000,181,533757.573500000060000,3378979.930699999900000
